@name,change,enabled,type,nameUi,order,Year,weight,cost,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,speedLimiter,minMainTurrets,minMainBarrels,#comment,#comment2,#cost_base,#cost_base_mod
battlecruiser_tower_main_3_smaller_vartall,,,tower_main,Advanced Tower I,,,248,775000,,105,dreadnought_tower_main_b_tall,1,,tower_main,,"need(BB_French_Early), need(g2;g3)","tower_main(1), night(29), aim(9.5), acc(5.2), acc_long(11.5), radio(63), fire_ex(10.5), smoke(-31), size(13.5), tspot(3850), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,498,373.5,,
battlecruiser_tower_main_4,,,tower_main,Small Reinforced Tower II,,,210,750000,,100,dreadnought_tower_main_c,1,,tower_main,,"need(BC;BC_Britain;BC_Small;BB_Britain_Alt;CA_Large_Rurik), need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(28), aim(9), acc(4.7), acc_long(11), radio(62), fire_ex(10), smoke(-30), size(13), tspot(3700), torpedo_detect(45)",,,,,,,,,,,,,,,,,,,420,315,,
battlecruiser_tower_main_4_small,,,tower_main,Small Reinforced Tower I,,,190,700000,,95,dreadnought_tower_main_c,0.95,,tower_main,,"need(BC;BC_Britain;BC_Small;BB_Britain_Alt;CA_Large_Rurik), need(g2;g3)","tower_main(1), night(25), aim(8.5), acc(4.2), acc_long(10.5), radio(60), fire_ex(9), smoke(-29), size(12.5), tspot(3600), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,390,292.5,,
battlecruiser_tower_main_2,,,tower_main,Advanced Tower II (Enhanced),,,261,900000,,120,dreadnought_tower_main_a,0.88,,tower_main,,"need(BC_Hybrid), need(g2), needunlock(early_BB_towers_level_4)","tower_main(1), night(25), aim(10), acc(5), acc_long(12), radio(50), fire_ex(12), smoke(-33), size(14), tspot(3800), torpedo_detect(45)",,,,,,,,,,,,,,,,,,,525,393.75,,
battlecruiser_tower_main_2_small,,,tower_main,Advanced Tower II,,,238,800000,,110,dreadnought_tower_main_a,0.83,,tower_main,,"need(BC_Hybrid), need(g2)","tower_main(1), night(22), aim(8), acc(4), acc_long(10), radio(45), fire_ex(11), smoke(-31), size(13), tspot(3500), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,474,355.5,,
battlecruiser_tower_main_1,,,tower_main,Advanced Tower I (Enhanced),,,142,435000,,100,dreadnought_tower_main_big_a,0.88,,tower_main,,"need(BC_Hybrid), need(g2), needunlock(early_BB_towers_level_4)","tower_main(1), night(15), aim(9), acc(2.5), acc_long(5), radio(30), fire_ex(10), smoke(-28), size(12.5), tspot(3500), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,285,213.75,,
battlecruiser_tower_main_1_small,,,tower_main,Advanced Tower I,,,120,390000,,90,dreadnought_tower_main_big_a,0.83,,tower_main,,"need(BC_Hybrid), need(g2)","tower_main(1), night(12), aim(7), acc(2), acc_long(4), radio(25), fire_ex(8), smoke(-26), size(11.5), tspot(3200), torpedo_detect(37)",,,,,,,,,,,,,,,,,,,240,180,,
agamemnon_tower_main_4,,,tower_main,Front Tower V,,,179,414500,,100,agamemnon_tower_main_a,1.16,,tower_main,,"need(B_Agamemnon), need(g1), needunlock(early_BB_towers_level_3)","tower_main(1), night(20), aim(9), acc(5), acc_long(9), radio(42), fire_ex(13), smoke(-37), size(14), tspot(3500), torpedo_detect(33)",,,,,,,,,,,,,,,,,,,372,279,,
borodino_tower_main_4_italy,,,tower_main,Advanced Tower,,,500,1323500,,150,dreadnought_tower_sec_c,1.2,,tower_main,,"need(B_Regina), need(g1;g2), needunlock(early_BB_towers_level_2)","tower_main(1), night(20), aim(8), acc(6.5), acc_long(9), radio(45), fire_ex(14), smoke(-33), size(15), tspot(2900), torpedo_detect(25.5)",,,,,,,,,,,,,,,,,,,500,375,424500,1273500
agamemnon_tower_main_2_italian,,,tower_main,Front Tower III,,,400,970000,,100,cressy_tower_main_b,1.2,,tower_main,,"need(B_Regina), need(g1)","tower_main(1), night(11), aim(6.5), acc(4.5), acc_long(6.8), radio(40), fire_ex(11), smoke(-33), size(13), tspot(3000), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,400,300,290000,870000
agamemnon_tower_main_3,,,tower_main,Front Tower IV,,,165,345000,,95,cressy_tower_main_a,1.066,,tower_main,,"need(B_Agamemnon;Chinese_SemiDread;CA_Large_Rurik;CA_Russia_Old;CA_Russia_Old), need(g1)","tower_main(1), night(18), aim(8), acc(4.5), acc_long(8), radio(40), fire_ex(12), smoke(-35), size(13.5), tspot(3400), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,330,247.5,,
agamemnon_tower_main_2,,,tower_main,Front Tower III,,,120,290000,,90,agamemnon_tower_main_a,1.1,,tower_main,,"need(B_Agamemnon;CA_Russia_Old), need(g1)","tower_main(1), night(11), aim(5.5), acc(4.5), acc_long(6.8), radio(40), fire_ex(11), smoke(-33), size(13), tspot(3000), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,240,180,,
agamemnon_tower_main_2_small,,,tower_main,Front Tower II,,,112,240000,,85,agamemnon_tower_main_a,1.05,,tower_main,,"need(B_Agamemnon;CA_Russia_Old), need(g1)","tower_main(1), night(11), aim(4.5), acc(4), acc_long(6), radio(35), fire_ex(10), smoke(-33), size(12.75), tspot(2800), torpedo_detect(23)",,,,,,,,,,,,,,,,,,,225,168.75,,
agamemnon_tower_main_1,,,tower_main,Front Tower I,,,101,187500,,80,irresistible_tower_main_b,1.05,,tower_main,,"need(B_Agamemnon;CA_Russia_Old), need(g1)","tower_main(1), night(10), aim(4), acc(4), acc_long(5.5), radio(30), fire_ex(9), smoke(-30), size(12.5), tspot(2600), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,201,150.75,,
pre-dreadnought_tower_main_9,,,tower_main,Front Tower X,,,495,1590000,,200,maine_tower_main_e,1.1,,tower_main,,"need(CA_Pennsylvania), needunlock(early_BB_towers_level_3)","tower_main(1), night(22), aim(11.5), acc(8.5), acc_long(11), radio(58), fire_ex(19), smoke(-42), size(19), tspot(4350), torpedo_detect(41.5)",,,,,,,,,,,,,,,,,,,495,371.25,435000,1305000
pre-dreadnought_tower_main_8,,,tower_main,Front Tower IX,,,425,1450000,,190,maine_tower_main_b,1.1,,tower_main,,"need(CA_Pennsylvania), needunlock(early_BB_towers_level_3)","tower_main(1), night(22), aim(10.5), acc(7.5), acc_long(10), radio(57), fire_ex(18), smoke(-41), size(18), tspot(4150), torpedo_detect(39.5)",,,,,,,,,,,,,,,,,,,425,318.75,435000,1305000
pre-dreadnought_tower_main_7,,,tower_main,Front Tower VIII,,,395,1305000,,180,maine_tower_main_e,1,,tower_main,,"need(B_Maine;Austria_B;B;B_Brandenburg;B_Maine_Semi;CA_StLouis;CA_Pennsylvania), needunlock(early_BB_towers_level_3)","tower_main(1), night(20), aim(9.5), acc(6.5), acc_long(9), radio(55), fire_ex(17), smoke(-40), size(17), tspot(3950), torpedo_detect(37.5)",,,,,,,,,,,,,,,,,,,395,296.25,435000,1305000
pre-dreadnought_tower_main_6,,,tower_main,Front Tower VII,,,375,1155000,,170,maine_tower_main_b,1,,tower_main,,"need(B_Maine;Austria_B;B;B_Brandenburg;B_Maine_Semi;CA_StLouis;CA_Pennsylvania), needunlock(early_BB_towers_level_3)","tower_main(1), night(18), aim(8.5), acc(6), acc_long(8), radio(50), fire_ex(15), smoke(-39), size(16), tspot(3750), torpedo_detect(35.5)",,,,,,,,,,,,,,,,,,,375,281.25,385000,1155000
pre-dreadnought_tower_main_5,,,tower_main,Front Tower VI,,,360,900000,,160,maine_tower_main_d,1,,tower_main,,need(B_Maine;Austria_B;B;B_Brandenburg;B_Maine_Semi;CA_StLouis),"tower_main(1), night(15), aim(7), acc(5.5), acc_long(7), radio(45), fire_ex(13.5), smoke(-38), size(15), tspot(3150), torpedo_detect(31.5)",,,,,,,,,,,,,,,,,,,360,270,300000,900000
pre-dreadnought_tower_main_4,,,tower_main,Front Tower V,,,166,260000,,150,cressy_tower_main_a,1,,tower_main,,"need(B), need(g1), needunlock(early_BB_towers_level_3)","tower_main(1), night(12), aim(6), acc(5), acc_long(6.5), radio(42), fire_ex(12), smoke(-37), size(14), tspot(2950), torpedo_detect(29.5)",,,,,,,,,,,,,,,,,,,336,252,,
pre-dreadnought_tower_main_3,,,tower_main,Front Tower IV,,,150,210000,,140,cressy_tower_main_a,0.945,,tower_main,,"need(B), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(11), aim(5), acc(4), acc_long(6), radio(40), fire_ex(11), smoke(-35), size(13), tspot(2750), torpedo_detect(27.5)",,,,,,,,,,,,,,,,,,,300,225,,
pre-dreadnought_tower_main_2_big,,,tower_main,Front Tower III,,,138,174000,,130,irresistible_tower_main_a,1,,tower_main,,"need(B;Austria_B), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(10), aim(4.5), acc(2.5), acc_long(5), radio(33), fire_ex(10), smoke(-31), size(12.75), tspot(2600), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,276,207,,
pre-dreadnought_tower_main_2,,,tower_main,Front Tower II,,,132,120000,,120,irresistible_tower_main_b,1,,tower_main,,"need(B;Austria_B), need(g1)","tower_main(1), night(10), aim(4), acc(2), acc_long(4), radio(30), fire_ex(9, smoke(-29), size(12.5), tspot(2500), torpedo_detect(23)",,,,,,,,,,,,,,,,,,,264,198,,
pre-dreadnought_tower_main_3_usa,,,tower_main,Front Tower III,,,192,400000,,125,cressy_tower_main_b,1.3,,tower_main,,"need(B_usa;B_usa_early), need(g1), needunlock(early_BB_towers_level_3)","tower_main(1), night(13), aim(7), acc(5), acc_long(7), radio(37), fire_ex(11), smoke(-32), size(13), tspot(2950), torpedo_detect(27)",,,,,,,,,,,,,,,,,,,396,297,,
pre-dreadnought_tower_main_2_italy,,,tower_main,Front Tower II,,,380,1005000,,120,cressy_tower_main_b,1.15,,tower_main,,"need(B_Regina), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(12), aim(6), acc(4), acc_long(6), radio(35), fire_ex(10), smoke(-30), size(12.5), tspot(2750), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,380,285,335000,1005000
pre-dreadnought_tower_main_2_usa,,,tower_main,Front Tower II,,,180,335000,,120,cressy_tower_main_b,1.25,,tower_main,,"need(B_usa;B_usa_early), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(12), aim(6), acc(4), acc_long(6), radio(35), fire_ex(10), smoke(-30), size(12.5), tspot(2750), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,360,270,,
pre-dreadnought_tower_main_1,,,tower_main,Front Tower I,,,120,90000,,110,irresistible_tower_main_b,0.95,,tower_main,,"need(B), need(g1)","tower_main(1), night(8), aim(3.5), acc(2), acc_long(3.5), radio(20), fire_ex(8), smoke(-25), size(12), tspot(2250), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,240,180,,
pre-dreadnought_tower_main_1_italy,,,tower_main,Front Tower I,,,350,892500,,120,cressy_tower_main_a,1.15,,tower_main,,"need(B_Regina), need(g1)","tower_main(1), night(11), aim(5.5), acc(3), acc_long(5), radio(33), fire_ex(8), smoke(-26), size(12), tspot(2500), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,350,262.5,297500,892500
pre-dreadnought_tower_main_1_usa,,,tower_main,Front Tower I,,,168,297500,,120,cressy_tower_main_a,1.25,,tower_main,,"need(B_usa;B_usa_early), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(11), aim(5.5), acc(3), acc_long(5), radio(33), fire_ex(8), smoke(-26), size(12), tspot(2500), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,336,252,,
armouredcruiser_friedrich_tower_main_usaversion2,,,tower_main,Front Tower II,,,150,235000,,115,friedrich_tower_main_c,1.17,,tower_main,,"need(B_usa;B_usa_early), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(10), aim(4), acc(3), acc_long(5), radio(30), fire_ex(7), smoke(-25), size(11.5), tspot(2100), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,300,225,,
armouredcruiser_friedrich_tower_main_usaversion1,,,tower_main,Front Tower I,,,126,195000,,105,friedrich_tower_main_b,1.17,,tower_main,,"need(B_usa;B_usa_early), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(9), aim(3.5), acc(2.5), acc_long(4), radio(30), fire_ex(7), smoke(-25), size(11), tspot(2000), torpedo_detect(18)",,,,,,,,,,,,,,,,,,,252,189,,
borodino_tower_main_4,,,tower_main,Advanced Tower,,,225,424500,,150,dreadnought_tower_sec_c,0.99,,tower_main,,"need(B_Tsesarevich;B_Borodino;Pervozvanny;Chinese_SemiDread;CL_Russia_Small), need(g1), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(20), aim(8), acc(6.5), acc_long(9), radio(45), fire_ex(14), smoke(-33), size(15), tspot(2900), torpedo_detect(25.5)",,,,,,,,,,,,,,,,,,,450,337.5,,
agamemnon_tower_main_3_var,,,tower_main,Light Front Tower,,,165,345000,,95,cressy_tower_main_a,1.05,,tower_main,,"need(Chinese_SemiDread), need(g1)","tower_main(1), night(18), aim(8), acc(4.5), acc_long(8), radio(40), fire_ex(10), smoke(-35), size(13.5), tspot(3400), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,330,247.5,,
french_danton_tower_main_1_bigger,,,tower_main,Advanced Front Tower IV,,,345,750000,,200,dante_tower_main_a,1.06,,tower_main,,need(BB_Danton;CL_Armor_Exp_var3),"tower_main(1), night(19), aim(13), acc(11), acc_long(12), radio(50), fire_ex(17.5), smoke(-28), size(20.5), tspot(3150), torpedo_detect(24.5)",,,,,,,,,,,,,,,,,,,690,517.5,,
french_danton_tower_main_1_big,,,tower_main,Advanced Front Tower III,,,307,690000,,185,dante_tower_main_a,1.06,,tower_main,,need(BB_Danton;CL_Armor_Exp_var3),"tower_main(1), night(17), aim(12), acc(10), acc_long(11), radio(48), fire_ex(16.5), smoke(-27), size(19.5), tspot(2950), torpedo_detect(23.5)",,,,,,,,,,,,,,,,,,,615,461.25,,
french_danton_tower_main_0_bigger,,,tower_main,Small Advanced Tower III,,,248,620000,,160,dante_tower_main_a,1.1,,tower_main,,"need(BB_Danton; BB_French_Early;CL_Armor_Exp_var3), needunlock(early_BB_towers_level_3)","tower_main(1), night(19), aim(11.5), acc(9.5), acc_long(10.5), radio(47), fire_ex(13), smoke(-24), size(15.5), tspot(2950), torpedo_detect(23.5)",,,,,,,,,,,,,,,,,,,495,371.25,,
french_danton_tower_main_2,,,tower_main,Advanced Front Tower II,,,270,550000,,185,dante_tower_main_b,1,,tower_main,,need(BB_Danton; BB_French_Early;CA_Large_France2;CL_Armor_Exp_var3),"tower_main(1), night(16.5), aim(11), acc(9), acc_long(10), radio(48), fire_ex(16), smoke(-27), size(18.5), tspot(2950), torpedo_detect(23.5)",,,,,,,,,,,,,,,,,,,540,405,,
french_danton_tower_main_0_big,,,tower_main,Small Advanced Tower II,,,216,520000,,150,dante_tower_main_a,1.05,,tower_main,,"need(BB_Danton; BB_French_Early;CA_Large_France2;CA_Large_FranceII;CL_Armor_Exp_var3), needunlock(early_BB_towers_level_2)","tower_main(1), night(17), aim(10.5), acc(9), acc_long(9.5), radio(45), fire_ex(11), smoke(-23), size(14.5), tspot(2750), torpedo_detect(22.5)",,,,,,,,,,,,,,,,,,,435,326.25,,
french_danton_tower_main_1,,,tower_main,Advanced Front Tower I,,,247,490000,,170,dante_tower_main_a,1,,tower_main,,need(BB_Danton; BB_French_Early;CA_Large_France2;CL_Armor_Exp_var3),"tower_main(1), night(15), aim(10), acc(8), acc_long(9.5), radio(46), fire_ex(15.5), smoke(-26), size(17.5), tspot(2750), torpedo_detect(22.5)",,,,,,,,,,,,,,,,,,,495,371.25,,
french_danton_tower_main_0,,,tower_main,Small Advanced Tower I,,,182,420000,,140,dante_tower_main_a,1,,tower_main,,need(BB_Danton; BB_French_Early;CA_Large_France2;CA_Large_FranceII;CL_Armor_Exp_var3),"tower_main(1), night(15), aim(9.5), acc(7.5), acc_long(9), radio(42), fire_ex(9.5), smoke(-22), size(13.5), tspot(2550), torpedo_detect(21.5)",,,,,,,,,,,,,,,,,,,375,281.25,,
french_old_tower_main_2_big,,,tower_main,Front Tower VI,,,216,410000,,150,bouvet_tower_main_a,1,,tower_main,,"need(B_Bouvet;B_Brennus;B_Massena;CA_Karl;B_Kearsarge), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(13), aim(8), acc(7), acc_long(8.5), radio(44), fire_ex(14.5), smoke(-25), size(16.4), tspot(2550), torpedo_detect(21.5)",,,,,,,,,,,,,,,,,,,435,326.25,,
french_old_tower_main_2,,,tower_main,Front Tower V,,,202,350000,,140,bouvet_tower_main_a,0.97,,tower_main,,"need(B_Bouvet;B_Brennus;B_Massena;CA_Karl;B_Kearsarge), need(g1)","tower_main(1), night(12), aim(7.5), acc(6.5), acc_long(7.5), radio(42), fire_ex(13.5), smoke(-24), size(15.7), tspot(2450), torpedo_detect(20.5)",,,,,,,,,,,,,,,,,,,405,303.75,,
french_old_tower_main_2_small,,,tower_main,Front Tower IV,,,186,310000,,130,bouvet_tower_main_a,0.94,,tower_main,,"need(B_Bouvet;B_Brennus;B_Massena;CA_Karl;B_Kearsarge), need(g1)","tower_main(1), night(11), aim(7), acc(6), acc_long(6.5), radio(40), fire_ex(12.5), smoke(-23), size(15), tspot(2250), torpedo_detect(19.5)",,,,,,,,,,,,,,,,,,,372,279,,
french_usold_tower_main_4,,,tower_main,Front Tower VI,,,770,1250000,,150,bouvet_tower_main_a_var,1.25,,tower_main,,"need(B_Indiana_var), need(g1)","tower_main(1), night(14), aim(9.5), acc(5), acc_long(8), radio(40), fire_ex(14), smoke(-25), size(18), tspot(2950), torpedo_detect(23.5)",,,,,,,,,,,,,,,,,,,770,577.5,250000,750000
french_usold_tower_main_3,,,tower_main,Front Tower V,,,665,1100000,,140,bouvet_tower_main_a_var,1.2,,tower_main,,"need(B_Indiana_var), need(g1)","tower_main(1), night(13), aim(8.5), acc(4.5), acc_long(7), radio(39), fire_ex(13), smoke(-24), size(17), tspot(2750), torpedo_detect(21.5)",,,,,,,,,,,,,,,,,,,665,498.75,250000,750000
french_usold_tower_main_2,,,tower_main,Front Tower IV,,,575,900000,,130,massena_tower_main_a_var,1.25,,tower_main,,"need(B_Indiana_var), need(g1)","tower_main(1), night(12), aim(7.5), acc(4), acc_long(6), radio(38), fire_ex(12), smoke(-23), size(16), tspot(2450), torpedo_detect(19.5)",,,,,,,,,,,,,,,,,,,575,431.25,250000,750000
french_usold_tower_main_1,,,tower_main,Front Tower III,,,500,830000,,120,massena_tower_main_a_var,1.2,,tower_main,,"need(B_Indiana_var), need(g1)","tower_main(1), night(10), aim(6.5), acc(3.5), acc_long(5.5), radio(37), fire_ex(11), smoke(-22), size(15), tspot(2250), torpedo_detect(17.5)",,,,,,,,,,,,,,,,,,,500,375,250000,750000
french_usold_tower_main_1_small,,,tower_main,Front Tower II,,,410,760000,,110,massena_tower_main_a_var,1.1,,tower_main,,"need(B_Indiana_var), need(g1)","tower_main(1), night(9), aim(6), acc(3), acc_long(5), radio(35), fire_ex(10), smoke(-21), size(14), tspot(2050), torpedo_detect(15.5)",,,,,,,,,,,,,,,,,,,410,307.5,250000,750000
french_usold_tower_main_1_xsmall,,,tower_main,Front Tower I,,,330,710000,,100,massena_tower_main_a_var,1,,tower_main,,"need(B_Indiana_var), need(g1)","tower_main(1), night(8), aim(5.5), acc(2.7), acc_long(4), radio(32), fire_ex(9), smoke(-20), size(13), tspot(2050), torpedo_detect(13.5)",,,,,,,,,,,,,,,,,,,330,247.5,250000,750000
french_old_tower_main_1,,,tower_main,Front Tower III,,,176,250000,,120,massena_tower_main_a,1,,tower_main,,"need(B_Bouvet;B_Brennus;B_Massena), need(g1)","tower_main(1), night(10), aim(6.5), acc(3.5), acc_long(5.5), radio(37), fire_ex(11), smoke(-22), size(14), tspot(2050), torpedo_detect(17.5)",,,,,,,,,,,,,,,,,,,351,263.25,,
french_old_tower_main_1_small,,,tower_main,Front Tower II,,,160,220000,,110,massena_tower_main_a,0.95,,tower_main,,"need(B_Bouvet;B_Brennus;B_Massena), need(g1)","tower_main(1), night(9), aim(6), acc(2.5), acc_long(4.5), radio(32), fire_ex(10), smoke(-21), size(13), tspot(1850), torpedo_detect(15.5)",,,,,,,,,,,,,,,,,,,321,240.75,,
french_old_tower_main_1_smaller,,,tower_main,Front Tower I,,,149,190000,,100,massena_tower_main_a,0.9,,tower_main,,"need(B_Bouvet;B_Brennus;B_Massena), need(g1)","tower_main(1), night(8), aim(5.5), acc(2), acc_long(3.5), radio(28), fire_ex(9), smoke(-20), size(12), tspot(1700), torpedo_detect(13.5)",,,,,,,,,,,,,,,,,,,297,222.75,,
borodino_tower_main_3,,,tower_main,Front Tower IV,,,180,317500,,140,borodino_tower_main_a,1.1,,tower_main,,"need(B_Tsesarevich;B_Borodino;Pervozvanny;Chinese_SemiDread), need(g1), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(13), aim(6), acc(4.5), acc_long(7), radio(40), fire_ex(12), smoke(-30), size(14), tspot(2700), torpedo_detect(23.5)",,,,,,,,,,,,,,,,,,,360,270,,
tsesarevich_tower_main_1_big,,,tower_main,Front Tower III,,,175,240000,,135,tsesarevich_tower_main_a,1.075,,tower_main,,"need(B_Tsesarevich;Pervozvanny;Chinese_SemiDread), need(g1), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(12), aim(5.5), acc(4), acc_long(6.5), radio(37), fire_ex(11), smoke(-23), size(13.5), tspot(2350), torpedo_detect(19.5)",,,,,,,,,,,,,,,,,,,336,252,,
tsesarevich_tower_main_2,,,tower_main,Front Tower II,,,144,187500,,130,borodino_tower_main_a,1,,tower_main,,"need(B_Tsesarevich;Pervozvanny;Chinese_SemiDread), need(g1)","tower_main(1), night(11), aim(5), acc(3.5), acc_long(6), radio(40), fire_ex(10), smoke(-30), size(14), tspot(2200), torpedo_detect(18.5)",,,,,,,,,,,,,,,,,,,288,216,,
tsesarevich_tower_main_1,,,tower_main,Front Tower I,,,120,150000,,120,tsesarevich_tower_main_a,1,,tower_main,,"need(B_Tsesarevich;Pervozvanny;Chinese_SemiDread), need(g1)","tower_main(1), night(10), aim(4), acc(3), acc_long(5), radio(35), fire_ex(10), smoke(-22), size(13), tspot(1850), torpedo_detect(16.5)",,,,,,,,,,,,,,,,,,,240,180,,
borodino_tower_main_2,,,tower_main,Front Tower II,,,141,127500,,120,brandenburg_tower_main_b,1.1,,tower_main,,"need(B_Borodino;CA_Russia_Old), need(g1)","tower_main(1), night(10), aim(4), acc(3), acc_long(5), radio(30), fire_ex(10), smoke(-29), size(13.5), tspot(2250), torpedo_detect(21)",,,,,,,,,,,,,,,,,,,282,211.5,,
borodino_tower_main_1,,,tower_main,Front Tower I,,,132,97500,,110,brandenburg_tower_main_c,1.1,,tower_main,,"need(B_Borodino;CA_Russia_Old), need(g1)","tower_main(1), night(10), aim(4), acc(2), acc_long(4), radio(20), fire_ex(10), smoke(-26), size(13), tspot(2900), torpedo_detect(18.5)",,,,,,,,,,,,,,,,,,,264,198,,
friedrich_tower_main_5,,,tower_main,Advanced Tower,,,246,490000,,180,dreadnought_tower_sec_c,1.02,,tower_main,,"need(B_Friedrich), need(g1), needunlock(early_BB_towers_level_3)","tower_main(1), night(14), aim(10), acc(8), acc_long(10), radio(48), fire_ex(15), smoke(-36), size(18), tspot(3350), torpedo_detect(34.5)",,,,,,,,,,,,,,,,,,,492,369,,
friedrich_tower_main_4,,,tower_main,Front Tower IV,,,238,340000,,160,friedrich_tower_main_c,1,,tower_main,,"need(B_Friedrich), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(12), aim(7), acc(6), acc_long(8), radio(44), fire_ex(12), smoke(-32), size(16.5), tspot(2950), torpedo_detect(31.5)",,,,,,,,,,,,,,,,,,,474,355.5,,
friedrich_tower_main_3,,,tower_main,Front Tower III,,,216,290000,,150,friedrich_tower_main_b,1,,tower_main,,"need(B_Friedrich), need(g1), needunlock(early_BB_towers_level_2)","tower_main(1), night(12), aim(6), acc(5), acc_long(7), radio(42), fire_ex(11), smoke(-30), size(15.5), tspot(2750), torpedo_detect(29.5)",,,,,,,,,,,,,,,,,,,432,324,,
